Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Actions_Recommended_by_ORM__c,Actual_End_Date__c,Actual_Start_Date__c,Challenge_End_Date__c,Challenge_Entity_Primary_Contact__c,Challenge_Entity_Secondary_Contact__c,Challenge_Report_Issue_Date__c,Challenge_Start_Date__c,Challenge_Status__c,Challenge_Title__c,Challenge_Type__c,Quip_URL__c,Risk_Collab_Link__c,Vendor_ID__c,Notes1__c,Risk_Management_Link__c,Comments_Question_1_KOR_KI__c,Comments_Question_1_Lessons_Learned__c,Comments_Question_2_KOR_KI__c,Comments_Question_2_Lessons_Learned__c,Comments_Question_3_KOR_KI__c,Comments_Question_3_Lessons_Learned__c,Comments_Question_4_KOR_KI__c,Comments_Question_4_Lessons_Learned__c,Comments_Question_5_KOR_KI__c,Comments_Question_5_Lessons_Learned__c,My_Notes__c,End_Date_Difference__c,Escalation_Path__c,Event_Source__c,External_Event_Reference__c,Key_Question_1_KOR_KI__c,Key_Question_1_Lessons_Learned__c,Key_Question_2_KOR_KI__c,Key_Question_2_Lessons_Learned__c,Key_Question_3_KOR_KI__c,Key_Question_3_Lessons_Learned__c,Key_Question_4_KOR_KI__c,Key_Question_4_Lessons_Learned__c,Key_Question_5_KOR_KI__c,Key_Question_5_Lessons_Learned__c,LCS_ID__c,Legal_Consultation__c,Managed_Geography_Unit__c,Managed_Segment__c,Overall_Observations__c,Primary_Business_Op_Risk_Manager__c,Primary_Independent_Challenger__c,Reporting_L1__c,Reporting_Period__c,Response_to_KOR_KI_Question_1__c,Response_to_KOR_KI_Question_2__c,Response_to_KOR_KI_Question_3__c,Response_to_KOR_KI_Question_4__c,Response_to_KOR_KI_Question_5__c,Response_to_Lessons_Learned_Question_1__c,Response_to_Lessons_Learned_Question_2__c,Response_to_Lessons_Learned_Question_3__c,Response_to_Lessons_Learned_Question_4__c,Response_to_Lessons_Learned_Question_5__c,Risk_Acceptance_Details__c,Risk_Acceptance__c,Risk_Acceptance_y_n__c,Risk_Remediation__c,Risk_Remediation_y_n__c,Risk_Type__c,Scheduled_Days__c,Secondary_Business_Op_Risk_Manager__c,Secondary_Independent_Challenger__c,Start_Date_Difference__c,Challenge_Entity__c
a001U000008BAjlQAG,0051U000003DQo8QAG,,C00017,0121U0000006GgeQAE,2019-05-02T00:17:48.000+0000,0051U000003DQo8QAG,2019-09-09T16:05:31.000+0000,0051U000003DQo8QAG,2019-09-23T15:18:26.000+0000,2019-09-23,,,<b>Hello!</b>,,,2019-07-31,0031U000008QxywQAC,0031U000008Qxy9QAC,2019-05-01,2019-05-01,Draft,Investment Banking operational risk,Ad hoc,,https://quip-demo-org-s7kwap.quip.com/SktPAVvR9tlM,12345,,https://quip-demo-org-s7kwap.quip.com/CxUwAe4oASc5,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,,,,,,Did the Business consider scenario analysis and emerging risks in its operational risk identification process?,Does the information provided in the report adequately support the documented conclusions?,Was there consideration of underlying or supporting key operational risks in a prioritization process?,Were the Businesses and Functional Team impacted by the event engaged in the analysis?,"Where operational risks align to centralized functions (e.g. Technology, Fraud, Third Party, etc.), have other SMEs been involved to comment on the proposed operational risks?",Was the information gathered to identify the details surrounding the loss sufficient?,Was a combination of quantitative and qualitative tests applied to ensure that the most significant risks are identified?,Was a thorough analysis performed?,"Are there remediation actions already in place?  If yes, please describe.",Does the Auditor agree with the root cause of the event identified?,,,North America,Investment Bank,<b>Hello!</b>,0051U000003DQo8QAG,0051U000003hCgXQAU,Institutional Banking,2Q 2019,Yes,Yes,Yes,Yes,Yes,,,,,,dfsdfdsf,Business accepted risk without taking additional actions?,Yes,Business agreement to take actions recommended by risk management team?,No,Operational Risk,91,0051U000003hCgWQAU,0051U000003hCg0QAE,,a011U00000CVIv6QAH
a001U00000Z4TUvQAN,0051U000003DQo8QAG,,C00045,0121U0000006GgeQAE,2021-05-25T15:32:01.000+0000,0051U000003DQo8QAG,2021-06-28T17:39:10.000+0000,0051U000003DQo8QAG,2021-06-28T17:39:10.000+0000,,2021-08-03T20:18:28.000+0000,2021-08-03T20:18:28.000+0000,,,,2021-05-31,0031U000008QxxxQAC,,,2021-05-25,Response under review,SallieMae Collections Risk1,Ad hoc,,,,,,,,,,,,,,,,,,,,,Did the Business consider scenario analysis and emerging risks in its operational risk identification process?,Does the information provided in the report adequately support the documented conclusions?,Was there consideration of underlying or supporting key operational risks in a prioritization process?,Were the Businesses and Functional Team impacted by the event engaged in the analysis?,"Where operational risks align to centralized functions (e.g. Technology, Fraud, Third Party, etc.), have other SMEs been involved to comment on the proposed operational risks?",Was the information gathered to identify the details surrounding the loss sufficient?,Was a combination of quantitative and qualitative tests applied to ensure that the most significant risks are identified?,Was a thorough analysis performed?,"Are there remediation actions already in place?  If yes, please describe.",Does the Auditor agree with the root cause of the event identified?,,,,,,,0051U000003DY2hQAG,,4Q 2020,,,,,,,,,,,,Business accepted risk without taking additional actions?,,Business agreement to take actions recommended by risk management team?,,Operational Risk,6,,,,
a001U00000Z4TV0QAN,0051U000003DQo8QAG,,C00046,0121U0000006GgeQAE,2021-05-25T15:33:01.000+0000,0051U000003DQo8QAG,2021-05-25T16:29:04.000+0000,0051U000003DQo8QAG,2021-05-25T16:29:04.000+0000,,,,,,,2021-06-30,0031U000008QxxjQAC,,,2021-06-01,Response under review,SallieMae Collections Risk 2,Cycled,,,,,,,,,,,,,,,,,,,,,Did the Business consider scenario analysis and emerging risks in its operational risk identification process?,Does the information provided in the report adequately support the documented conclusions?,Was there consideration of underlying or supporting key operational risks in a prioritization process?,Were the Businesses and Functional Team impacted by the event engaged in the analysis?,"Where operational risks align to centralized functions (e.g. Technology, Fraud, Third Party, etc.), have other SMEs been involved to comment on the proposed operational risks?",Was the information gathered to identify the details surrounding the loss sufficient?,Was a combination of quantitative and qualitative tests applied to ensure that the most significant risks are identified?,Was a thorough analysis performed?,"Are there remediation actions already in place?  If yes, please describe.",Does the Auditor agree with the root cause of the event identified?,,,,,,0051U000003DY2hQAG,0051U000003DQo8QAG,,2Q 2021,,,,,,,,,,,,Business accepted risk without taking additional actions?,,Business agreement to take actions recommended by risk management team?,,Operational Risk,29,,,,
a001U00000YPKcdQAH,0051U000003DQo8QAG,,C00052,0121U0000006GgeQAE,2021-08-03T20:18:21.000+0000,0051U000003DQo8QAG,2021-08-03T20:19:21.000+0000,0051U000003DQo8QAG,2021-08-03T20:19:21.000+0000,,2021-10-01T00:16:29.000+0000,2021-10-01T00:16:29.000+0000,<b>Hello!</b>,,,2021-09-02,0031U000008QxygQAC,,2021-08-03,2021-08-03,Response under review,MUSE Aug,Ad hoc,,,,,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,,,,,,Did the Business consider scenario analysis and emerging risks in its operational risk identification process?,Does the information provided in the report adequately support the documented conclusions?,Was there consideration of underlying or supporting key operational risks in a prioritization process?,Were the Businesses and Functional Team impacted by the event engaged in the analysis?,"Where operational risks align to centralized functions (e.g. Technology, Fraud, Third Party, etc.), have other SMEs been involved to comment on the proposed operational risks?",Was the information gathered to identify the details surrounding the loss sufficient?,Was a combination of quantitative and qualitative tests applied to ensure that the most significant risks are identified?,Was a thorough analysis performed?,"Are there remediation actions already in place?  If yes, please describe.",Does the Auditor agree with the root cause of the event identified?,,,Americas,Retail Banking,<b>Hello!</b>,0051U000003hCg8QAE,0051U000003DQo8QAG,Global Banking,1Q 2023,Yes,Yes,Yes,Yes,Yes,,,,,,,Business accepted risk without taking additional actions?,No,Business agreement to take actions recommended by risk management team?,No,Operational Risk,30,,,,a011U00000CUrSeQAL
a001U00000U01TiQAJ,0051U000006eEZUQA2,,C00028,0121U0000006GgfQAE,2020-07-27T16:48:00.000+0000,0051U000006eEZUQA2,2020-08-04T19:14:20.000+0000,0051U000003DQo8QAG,2020-08-04T19:14:20.000+0000,,,,,,,2020-07-31,0031U000008QxycQAC,,2020-07-27,2020-07-27,Response under review,July2020,Ad hoc,,,,,https://quip-demo-org-s7kwap.quip.com/w4zvAQASjbIb,,,,,,,,,,,,,,External,Member,Did the Business consider scenario analysis and emerging risks in its operational risk identification process?,Does the information provided in the report adequately support the documented conclusions?,Was there consideration of underlying or supporting key operational risks in a prioritization process?,Were the Businesses and Functional Team impacted by the event engaged in the analysis?,"Where operational risks align to centralized functions (e.g. Technology, Fraud, Third Party, etc.), have other SMEs been involved to comment on the proposed operational risks?",Was the information gathered to identify the details surrounding the loss sufficient?,Was a combination of quantitative and qualitative tests applied to ensure that the most significant risks are identified?,Was a thorough analysis performed?,"Are there remediation actions already in place?  If yes, please describe.",Does the Auditor agree with the root cause of the event identified?,,Both,Global,Corporate,,0051U000003DY2hQAG,0051U000003DXoIQAW,Global Banking,,,,,,,Yes,Yes,Yes,Yes,Yes,,Business accepted risk without taking additional actions?,Yes,Business agreement to take actions recommended by risk management team?,Yes,Operational Risk,4,,,,a011U00000CUrSpQAL
a001U00000U04a0QAB,0051U000006eEZUQA2,,C00029,0121U0000006GgeQAE,2020-07-28T18:08:42.000+0000,0051U000003DQo8QAG,2020-07-28T19:28:35.000+0000,0051U000006eEZUQA2,2020-07-28T19:28:35.000+0000,,,,,,,2020-08-28,0031U000008QxygQAC,,2020-07-28,2020-07-28,Response under review,Ops Risk July 28,Ad hoc,,,,,,,,,,,,,,,,,,,,,Did the Business consider scenario analysis and emerging risks in its operational risk identification process?,Does the information provided in the report adequately support the documented conclusions?,Was there consideration of underlying or supporting key operational risks in a prioritization process?,Were the Businesses and Functional Team impacted by the event engaged in the analysis?,"Where operational risks align to centralized functions (e.g. Technology, Fraud, Third Party, etc.), have other SMEs been involved to comment on the proposed operational risks?",Was the information gathered to identify the details surrounding the loss sufficient?,Was a combination of quantitative and qualitative tests applied to ensure that the most significant risks are identified?,Was a thorough analysis performed?,"Are there remediation actions already in place?  If yes, please describe.",Does the Auditor agree with the root cause of the event identified?,,,Americas,Corporate,,,0051U000003DQo8QAG,Global Banking,3Q 2021,,,,,,,,,,,,Business accepted risk without taking additional actions?,,Business agreement to take actions recommended by risk management team?,,Operational Risk,31,,,,a011U00000CUrSxQAL
a001U000003RLOsQAO,0051U000003DQo8QAG,,C00001,0121U0000006GgfQAE,2019-01-31T23:55:47.000+0000,0051U000003DQo8QAG,2019-02-01T14:22:08.000+0000,0051U000003DQo8QAG,2019-02-22T11:01:28.000+0000,,,,,,,2019-04-30,0031U000008QxycQAC,,,2019-02-04,Response under review,Lessons Learned Challenge for Global banking,Ad hoc,,,,,,,,,,,,,,,,,,,External,,"Did the Business, at a minimum, consider the following in its KOR Identification process (within the most recent quarter)?
(a) Internal Losses,
(b) External Losses
(c) BEICF, specifically including IA and MCA related data
(d) Operational Risk Appetite Statements and monitoring results
(e) If relevant, other factors such as:  functional specialists expert opinions (e.g., Operations & Technology Risk and Control (OTRC); Group Information Security Officer; Fraud and Oversight Committee, etc.); lessons learned assessments; results of targeted assessments; Compliance Annual Risk Assessments (CARA); significant regulatory changes; significant business changes; risk assessment of operational business plans; CSIS reports, etc.",Was Legal consulted before commencement and prior to publication of the Lessons Learned Report?,"Did the Business consider the following forward looking elements in its KOR identification process?
(a) Scenario Analysis (outputs from completed workshops and results of quarterly trigger monitoring)
(b) Emerging Operational Risks",Were the Businesses and First Line Functional Specialists impacted by the event engaged in the analysis?,"Was there consideration of underlying or supporting key operational risks in a prioritization process:
o Sector MRI for Operational Risk must consider 'most material' Segment level KORs
o Segment KORs must consider 'most material' Sub-segment and where applicable, Region level KORs
o Region KORs must consider 'most material'  Segment and Sub-segment (where applicable) KORs",Was the information gathered to identify the details surrounding the loss sufficient?,"Where KORs align to centralized risk functions (e.g. Technology, AML, Fraud, Third Party, etc.), were other SMEs been involved to comment on the proposed KORs and provide challenge, where applicable?",Was a thorough analysis performed?,"Was a combination of quantitative and qualitative materiality tests applied to ensure that the most significant (key) risks are identified?
o Is the KOR materially relevant based on quantification requirements (I.e., $600mm historical loss if at Sector level, $100mm Scenario if at Segment level)?
o Is the KOR materially relevant based on qualitative factors (I.e., hard to quantify, reputational or regulatory risk)?",Does the Challenger agree with the root cause of the event identified?,,,Global,Corporate,,0051U000003DY2hQAG,0051U000003DXoIQAW,Global Banking,,,,,,,,,,,,,Business accepted risk without taking additional actions?,,Business agreement to take actions recommended by ORM?,,Operational Risk,85,,,,a011U00000CUrSpQAL
a001U000003RPx0QAG,0051U000003DXoIQAW,,C00003,0121U0000006GgfQAE,2019-02-01T15:18:50.000+0000,0051U000003DXoIQAW,2021-07-27T14:16:09.000+0000,0051U000003DQo8QAG,2021-07-27T14:16:09.000+0000,,2021-10-01T00:16:29.000+0000,2021-10-01T00:16:29.000+0000,,,,2019-03-21,0031U000008VDU0QAO,,,2019-03-11,Draft,Commercial Bank March Review,Ad hoc,,,,,,,,,,,,,,,,,,,Internal,,"Did the Business, at a minimum, consider the following in its KOR Identification process (within the most recent quarter)?
(a) Internal Losses,
(b) External Losses
(c) BEICF, specifically including IA and MCA related data
(d) Operational Risk Appetite Statements and monitoring results
(e) If relevant, other factors such as:  functional specialists expert opinions (e.g., Operations & Technology Risk and Control (OTRC); Group Information Security Officer; Fraud and Oversight Committee, etc.); lessons learned assessments; results of targeted assessments; Compliance Annual Risk Assessments (CARA); significant regulatory changes; significant business changes; risk assessment of operational business plans; CSIS reports, etc.",Was Legal consulted before commencement and prior to publication of the Lessons Learned Report?,"Did the Business consider the following forward looking elements in its KOR identification process?
(a) Scenario Analysis (outputs from completed workshops and results of quarterly trigger monitoring)
(b) Emerging Operational Risks",Were the Businesses and First Line Functional Specialists impacted by the event engaged in the analysis?,"Was there consideration of underlying or supporting key operational risks in a prioritization process:
o Sector MRI for Operational Risk must consider 'most material' Segment level KORs
o Segment KORs must consider 'most material' Sub-segment and where applicable, Region level KORs
o Region KORs must consider 'most material'  Segment and Sub-segment (where applicable) KORs",Was the information gathered to identify the details surrounding the loss sufficient?,"Where KORs align to centralized risk functions (e.g. Technology, AML, Fraud, Third Party, etc.), were other SMEs been involved to comment on the proposed KORs and provide challenge, where applicable?",Was a thorough analysis performed?,"Was a combination of quantitative and qualitative materiality tests applied to ensure that the most significant (key) risks are identified?
o Is the KOR materially relevant based on quantification requirements (I.e., $600mm historical loss if at Sector level, $100mm Scenario if at Segment level)?
o Is the KOR materially relevant based on qualitative factors (I.e., hard to quantify, reputational or regulatory risk)?",Does the Challenger agree with the root cause of the event identified?,,Before commencement,North America,Commercial Banking,<p>Just getting started. </p>,0051U000003DQo8QAG,0051U000003DXoIQAW,Institutional Banking,,,,,,,,,,,,,Business accepted risk without taking additional actions?,,Business agreement to take actions recommended by ORM?,,Operational Risk,10,,,,a011U00000CVIxPQAX
a001U000003RQEeQAO,0051U000003DXoIQAW,,C00004,0121U0000006GgeQAE,2019-02-01T15:34:49.000+0000,0051U000003DXoIQAW,2019-02-01T15:34:49.000+0000,0051U000003DXoIQAW,2019-02-22T11:01:28.000+0000,,,,,,,2019-04-21,0031U000008VDWzQAO,,,2019-04-15,New,HR Event April Review,Cycled,,,,,,,,,,,,,,,,,,,,,"Did the Business, at a minimum, consider the following in its KOR Identification process (within the most recent quarter)?
(a) Internal Losses,
(b) External Losses
(c) BEICF, specifically including IA and MCA related data
(d) Operational Risk Appetite Statements and monitoring results
(e) If relevant, other factors such as:  functional specialists expert opinions (e.g., Operations & Technology Risk and Control (OTRC); Group Information Security Officer; Fraud and Oversight Committee, etc.); lessons learned assessments; results of targeted assessments; Compliance Annual Risk Assessments (CARA); significant regulatory changes; significant business changes; risk assessment of operational business plans; CSIS reports, etc.",Was Legal consulted before commencement and prior to publication of the Lessons Learned Report?,"Did the Business consider the following forward looking elements in its KOR identification process?
(a) Scenario Analysis (outputs from completed workshops and results of quarterly trigger monitoring)
(b) Emerging Operational Risks",Were the Businesses and First Line Functional Specialists impacted by the event engaged in the analysis?,"Was there consideration of underlying or supporting key operational risks in a prioritization process:
o Sector MRI for Operational Risk must consider 'most material' Segment level KORs
o Segment KORs must consider 'most material' Sub-segment and where applicable, Region level KORs
o Region KORs must consider 'most material'  Segment and Sub-segment (where applicable) KORs",Was the information gathered to identify the details surrounding the loss sufficient?,"Where KORs align to centralized risk functions (e.g. Technology, AML, Fraud, Third Party, etc.), were other SMEs been involved to comment on the proposed KORs and provide challenge, where applicable?",Was a thorough analysis performed?,"Was a combination of quantitative and qualitative materiality tests applied to ensure that the most significant (key) risks are identified?
o Is the KOR materially relevant based on quantification requirements (I.e., $600mm historical loss if at Sector level, $100mm Scenario if at Segment level)?
o Is the KOR materially relevant based on qualitative factors (I.e., hard to quantify, reputational or regulatory risk)?",Does the Challenger agree with the root cause of the event identified?,,,Global,Human Resources,,0051U000003DXoIQAW,0051U000003DY2hQAG,Enterprise,,,,,,,,,,,,,Business accepted risk without taking additional actions?,,Business agreement to take actions recommended by ORM?,,Operational Risk,6,,,,a011U00000CVOCnQAP
a001U000003RPwbQAG,0051U000003DXoIQAW,,C00002,0121U0000006GgfQAE,2019-02-01T15:12:29.000+0000,0051U000003DXoIQAW,2019-02-01T15:12:29.000+0000,0051U000003DXoIQAW,2019-02-22T11:01:28.000+0000,,,,,,,2019-02-22,0031U000008VDOkQAO,,,2019-02-04,New,Investment Bank January Review,Ad hoc,,,,,,,,,,,,,,,,,,,Internal,,"Did the Business, at a minimum, consider the following in its KOR Identification process (within the most recent quarter)?
(a) Internal Losses,
(b) External Losses
(c) BEICF, specifically including IA and MCA related data
(d) Operational Risk Appetite Statements and monitoring results
(e) If relevant, other factors such as:  functional specialists expert opinions (e.g., Operations & Technology Risk and Control (OTRC); Group Information Security Officer; Fraud and Oversight Committee, etc.); lessons learned assessments; results of targeted assessments; Compliance Annual Risk Assessments (CARA); significant regulatory changes; significant business changes; risk assessment of operational business plans; CSIS reports, etc.",Was Legal consulted before commencement and prior to publication of the Lessons Learned Report?,"Did the Business consider the following forward looking elements in its KOR identification process?
(a) Scenario Analysis (outputs from completed workshops and results of quarterly trigger monitoring)
(b) Emerging Operational Risks",Were the Businesses and First Line Functional Specialists impacted by the event engaged in the analysis?,"Was there consideration of underlying or supporting key operational risks in a prioritization process:
o Sector MRI for Operational Risk must consider 'most material' Segment level KORs
o Segment KORs must consider 'most material' Sub-segment and where applicable, Region level KORs
o Region KORs must consider 'most material'  Segment and Sub-segment (where applicable) KORs",Was the information gathered to identify the details surrounding the loss sufficient?,"Where KORs align to centralized risk functions (e.g. Technology, AML, Fraud, Third Party, etc.), were other SMEs been involved to comment on the proposed KORs and provide challenge, where applicable?",Was a thorough analysis performed?,"Was a combination of quantitative and qualitative materiality tests applied to ensure that the most significant (key) risks are identified?
o Is the KOR materially relevant based on quantification requirements (I.e., $600mm historical loss if at Sector level, $100mm Scenario if at Segment level)?
o Is the KOR materially relevant based on qualitative factors (I.e., hard to quantify, reputational or regulatory risk)?",Does the Challenger agree with the root cause of the event identified?,,Before commencement,North America,Investment Bank,<p>Just getting started. </p>,0051U000003DQo8QAG,0051U000003DXoIQAW,Institutional Banking,,,,,,,,,,,,,Business accepted risk without taking additional actions?,,Business agreement to take actions recommended by ORM?,,Operational Risk,18,,,,a011U00000CVIv6QAH
a001U00000ZwibxQAB,0051U000003DQo8QAG,,C00051,0121U0000006GgeQAE,2021-07-27T19:14:16.000+0000,0051U000003DQo8QAG,2021-07-27T19:15:24.000+0000,0051U000003DQo8QAG,2021-07-27T19:15:24.000+0000,,2021-10-01T00:16:29.000+0000,2021-10-01T00:16:29.000+0000,<b>Hello!</b>,,,2021-08-26,0031U000008QxygQAC,,2021-07-27,2021-07-27,Response under review,MUSE July,Ad hoc,,,,,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,,,,,,Did the Business consider scenario analysis and emerging risks in its operational risk identification process?,Does the information provided in the report adequately support the documented conclusions?,Was there consideration of underlying or supporting key operational risks in a prioritization process?,Were the Businesses and Functional Team impacted by the event engaged in the analysis?,"Where operational risks align to centralized functions (e.g. Technology, Fraud, Third Party, etc.), have other SMEs been involved to comment on the proposed operational risks?",Was the information gathered to identify the details surrounding the loss sufficient?,Was a combination of quantitative and qualitative tests applied to ensure that the most significant risks are identified?,Was a thorough analysis performed?,"Are there remediation actions already in place?  If yes, please describe.",Does the Auditor agree with the root cause of the event identified?,,,North America,Commercial Banking,<b>Hello!</b>,0051U000003DXoIQAW,0051U000003DQo8QAG,Institutional Banking,1Q 2023,Yes,Yes,Yes,Yes,Yes,,,,,,,Business accepted risk without taking additional actions?,No,Business agreement to take actions recommended by risk management team?,No,Operational Risk,30,,,,a011U00000CVIxPQAX
a001U00000U12XwQAJ,0051U000003DQo8QAG,,C00030,0121U0000006GgeQAE,2020-08-18T19:41:39.000+0000,0051U000003DQo8QAG,2021-01-13T19:42:48.000+0000,0051U000003DQo8QAG,2021-01-13T19:42:48.000+0000,,,,<b>Hello!</b>,,,2020-09-17,0031U000008QxxZQAS,,2020-08-18,2020-08-18,Completed,Regulatory Payment Audit,Ad hoc,,,,,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,<b>Hello!</b>,,,,,,,Did the Business consider scenario analysis and emerging risks in its operational risk identification process?,Does the information provided in the report adequately support the documented conclusions?,Was there consideration of underlying or supporting key operational risks in a prioritization process?,Were the Businesses and Functional Team impacted by the event engaged in the analysis?,"Where operational risks align to centralized functions (e.g. Technology, Fraud, Third Party, etc.), have other SMEs been involved to comment on the proposed operational risks?",Was the information gathered to identify the details surrounding the loss sufficient?,Was a combination of quantitative and qualitative tests applied to ensure that the most significant risks are identified?,Was a thorough analysis performed?,"Are there remediation actions already in place?  If yes, please describe.",Does the Auditor agree with the root cause of the event identified?,,,Americas,Corporate,<p>New Risk with payments $20M.</p>,0051U000003hCgXQAU,0051U000003hCg0QAE,Global Banking,1Q 2021,Yes,Yes,Yes,Yes,Yes,,,,,,,Business accepted risk without taking additional actions?,No,Business agreement to take actions recommended by risk management team?,No,Operational Risk,30,,,,a011U00000CUrSxQAL
